method,table,old_result,port_result,status,notes
createRhunRecipes,rhun,swordRhun,lotr:rhunic_sword,present,
createRhunRecipes,rhun,daggerRhun,lotr:rhunic_dagger,present,
createRhunRecipes,rhun,spearRhun,lotr:rhunic_spear,present,
createRhunRecipes,rhun,polearmRhun,lotr:rhunic_bardiche,present,
createRhunRecipes,rhun,pikeRhun,lotr:rhunic_pike,present,
createRhunRecipes,rhun,helmetRhun,lotr:rhunic_helmet,present,
createRhunRecipes,rhun,bodyRhun,lotr:rhunic_chestplate,present,
createRhunRecipes,rhun,legsRhun,lotr:rhunic_leggings,present,
createRhunRecipes,rhun,bootsRhun,lotr:rhunic_boots,present,
createRhunRecipes,rhun,rhunBow,lotr:rhunic_bow,present,
createRhunRecipes,rhun,horseArmorRhunGold,lotr:rhunic_horse_armor,present,
createRhunRecipes,rhun,rhunFireJar,lotr:khamuls_fire_jar,present,
createRhunRecipes,rhun,rhunFirePot,lotr:rhunic_fire_pot,present,
createRhunRecipes,rhun,gateRhun,lotr:rhun_gate,present,
createRhunRecipes,rhun,bodyKaftan,lotr:kaftan,present,
createRhunRecipes,rhun,legsKaftan,lotr:kaftan_leggings,present,
createRhunRecipes,rhun,,,manual,no result: rhunRecipes.add(new LOTRRecipeHaradRobesDye(LOTRMaterial.KAFTAN))
createRhunRecipes,rhun,helmetRhunGold,lotr:golden_rhunic_helmet,present,
createRhunRecipes,rhun,bodyRhunGold,lotr:golden_rhunic_chestplate,present,
createRhunRecipes,rhun,legsRhunGold,lotr:golden_rhunic_leggings,present,
createRhunRecipes,rhun,bootsRhunGold,lotr:golden_rhunic_boots,present,
createRhunRecipes,rhun,helmetRhunWarlord,lotr:rhunic_warlord_helmet,present,
createRhunRecipes,rhun,battleaxeRhun,lotr:rhunic_battleaxe,present,
createRivendellRecipes,rivendell,rivendellTable,lotr:rivendell_crafting_table,present,
createRivendellRecipes,rivendell,shovelRivendell,lotr:rivendell_shovel,present,
createRivendellRecipes,rivendell,pickaxeRivendell,lotr:rivendell_pickaxe,present,
createRivendellRecipes,rivendell,axeRivendell,lotr:rivendell_axe,present,
createRivendellRecipes,rivendell,hoeRivendell,lotr:rivendell_hoe,present,
createRivendellRecipes,rivendell,swordRivendell,lotr:rivendell_sword,present,
createRivendellRecipes,rivendell,daggerRivendell,lotr:rivendell_dagger,present,
createRivendellRecipes,rivendell,spearRivendell,lotr:rivendell_spear,present,
createRivendellRecipes,rivendell,helmetRivendell,lotr:rivendell_helmet,present,
createRivendellRecipes,rivendell,bodyRivendell,lotr:rivendell_chestplate,present,
createRivendellRecipes,rivendell,legsRivendell,lotr:rivendell_leggings,present,
createRivendellRecipes,rivendell,bootsRivendell,lotr:rivendell_boots,present,
createRivendellRecipes,rivendell,banner/rivendell,lotr:rivendell_banner,present,
createRivendellRecipes,rivendell,horseArmorRivendell,lotr:rivendell_horse_armor,present,
createRivendellRecipes,rivendell,polearmRivendell,lotr:rivendell_battlestaff,present,
createRivendellRecipes,rivendell,longspearRivendell,lotr:rivendell_longspear,present,
createRivendellRecipes,rivendell,rivendellBow,lotr:rivendell_bow,present,
createRohirricRecipes,rohirric,rohirricTable,lotr:rohirric_crafting_table,present,
createRohirricRecipes,rohirric,slabSingle11/4,lotr:rohan_rock_slab,present,
createRohirricRecipes,rohirric,smoothStone/2,lotr:smooth_rohan_rock,present,
createRohirricRecipes,rohirric,slabSingle2/1,lotr:smooth_rohan_rock_slab,present,
createRohirricRecipes,rohirric,brick/4,lotr:rohan_brick,present,
createRohirricRecipes,rohirric,slabSingle/6,lotr:rohan_brick_slab,present,
createRohirricRecipes,rohirric,stairsRohanBrick,lotr:rohan_brick_stairs,present,
createRohirricRecipes,rohirric,wall/8,lotr:rohan_rock_wall,present,
createRohirricRecipes,rohirric,wall/6,lotr:rohan_brick_wall,present,
createRohirricRecipes,rohirric,swordRohan,lotr:rohirric_sword,present,
createRohirricRecipes,rohirric,daggerRohan,lotr:rohirric_dagger,present,
createRohirricRecipes,rohirric,spearRohan,lotr:rohirric_spear,present,
createRohirricRecipes,rohirric,helmetRohan,lotr:rohirric_coif,present,
createRohirricRecipes,rohirric,bodyRohan,lotr:rohirric_hauberk,present,
createRohirricRecipes,rohirric,legsRohan,lotr:rohirric_leggings,present,
createRohirricRecipes,rohirric,bootsRohan,lotr:rohirric_boots,present,
createRohirricRecipes,rohirric,banner/rohan,lotr:rohan_banner,present,
createRohirricRecipes,rohirric,battleaxeRohan,lotr:rohirric_battleaxe,present,
createRohirricRecipes,rohirric,horseArmorRohan,lotr:rohirric_horse_armor,present,
createRohirricRecipes,rohirric,pillar/8,lotr:rohan_pillar,present,
createRohirricRecipes,rohirric,slabSingle5/2,lotr:rohan_pillar_slab,present,
createRohirricRecipes,rohirric,rohanBow,lotr:rohirric_bow,present,
createRohirricRecipes,rohirric,helmetRohanMarshal,lotr:rohirric_marshal_helmet,present,
createRohirricRecipes,rohirric,bodyRohanMarshal,lotr:rohirric_marshal_chestplate,present,
createRohirricRecipes,rohirric,legsRohanMarshal,lotr:rohirric_marshal_leggings,present,
createRohirricRecipes,rohirric,bootsRohanMarshal,lotr:rohirric_marshal_boots,present,
createRohirricRecipes,rohirric,stairsRohanRock,lotr:rohan_rock_stairs,present,
createRohirricRecipes,rohirric,lanceRohan,lotr:rohirric_lance,present,
createRohirricRecipes,rohirric,brick5/3,lotr:carved_rohan_brick,present,
createRohirricRecipes,rohirric,woodBeamS/0,lotr:rohan_beam,present,
createRohirricRecipes,rohirric,woodBeamS/1,lotr:rohan_gold_beam,present,
createRohirricRecipes,rohirric,gateRohan,lotr:rohan_gate,present,
createSmeltingRecipes,vanilla,coal/1,minecraft:coal,manual,loop/computed meta
createSmeltingRecipes,vanilla,scorchedStone,lotr:scorched_stone,present,
createSmeltingRecipes,vanilla,scorchedStone,lotr:scorched_stone,present,
createSmeltingRecipes,vanilla,glass,minecraft:glass,present,
createSmeltingRecipes,vanilla,copper,,excluded,vanilla
createSmeltingRecipes,vanilla,tin,lotr:tin_ingot,present,
createSmeltingRecipes,vanilla,silver,lotr:silver_ingot,present,
createSmeltingRecipes,vanilla,nauriteGem,lotr:durnor,present,
createSmeltingRecipes,vanilla,quenditeCrystal,lotr:edhelvir,present,
createSmeltingRecipes,vanilla,glowstone_dust,minecraft:glowstone_dust,present,
createSmeltingRecipes,vanilla,guldurilCrystal,lotr:gulduril,present,
createSmeltingRecipes,vanilla,sulfur,lotr:sulfur,present,
createSmeltingRecipes,vanilla,saltpeter,lotr:niter,present,
createSmeltingRecipes,vanilla,salt,lotr:salt,present,
createSmeltingRecipes,vanilla,ceramicMug,lotr:ceramic_mug,present,
createSmeltingRecipes,vanilla,ceramicPlate,lotr:stoneware_plate,present,
createSmeltingRecipes,vanilla,plate,lotr:fine_plate,present,
createSmeltingRecipes,vanilla,brick,minecraft:brick,present,
createSmeltingRecipes,vanilla,hardened_clay,minecraft:terracotta,present,
createSmeltingRecipes,vanilla,rabbitCooked,,excluded,vanilla
createSmeltingRecipes,vanilla,lionCooked,lotr:cooked_lion,present,
createSmeltingRecipes,vanilla,zebraCooked,lotr:cooked_zebra,present,
createSmeltingRecipes,vanilla,rhinoCooked,lotr:cooked_rhino,present,
createSmeltingRecipes,vanilla,muttonCooked,lotr:cooked_mutton,present,
createSmeltingRecipes,vanilla,deerCooked,lotr:cooked_venison,present,
createSmeltingRecipes,vanilla,camelCooked,lotr:cooked_camel,present,
createSmeltingRecipes,vanilla,driedReeds,lotr:dried_reeds,present,
createSmeltingRecipes,vanilla,pipeweed,lotr:pipeweed,present,
createSmeltingRecipes,vanilla,chestnutRoast,lotr:roast_chestnut,present,
createSmeltingRecipes,vanilla,cornCooked,lotr:cooked_corn,present,
createSmeltingRecipes,vanilla,turnipCooked,lotr:roast_turnip,present,
createSmeltingRecipes,vanilla,yamRoast,lotr:roast_yam,present,
createSmeltingRecipes,vanilla,raisins,lotr:raisins,present,
createSmeltingRecipes,vanilla,raisins,lotr:raisins,present,
createStandardRecipes,vanilla,goldRing,lotr:gold_ring,present,
createStandardRecipes,vanilla,saddle,minecraft:saddle,present,
createStandardRecipes,vanilla,bronze,lotr:bronze_ingot,present,
createStandardRecipes,vanilla,shovelBronze,lotr:bronze_shovel,present,
createStandardRecipes,vanilla,pickaxeBronze,lotr:bronze_pickaxe,present,
createStandardRecipes,vanilla,axeBronze,lotr:bronze_axe,present,
createStandardRecipes,vanilla,swordBronze,lotr:bronze_sword,present,
createStandardRecipes,vanilla,hoeBronze,lotr:bronze_hoe,present,
createStandardRecipes,vanilla,helmetBronze,lotr:bronze_helmet,present,
createStandardRecipes,vanilla,bodyBronze,lotr:bronze_chestplate,present,
createStandardRecipes,vanilla,legsBronze,lotr:bronze_leggings,present,
createStandardRecipes,vanilla,bootsBronze,lotr:bronze_boots,present,
createStandardRecipes,vanilla,planks/0,lotr:shire_pine_planks,present,
createStandardRecipes,vanilla,stairsShirePine,lotr:shire_pine_stairs,present,
createStandardRecipes,vanilla,silverNugget,lotr:silver_nugget,present,
createStandardRecipes,vanilla,silver,lotr:silver_ingot,present,
createStandardRecipes,vanilla,silverRing,lotr:silver_ring,present,
createStandardRecipes,vanilla,mithrilNugget,lotr:mithril_nugget,present,
createStandardRecipes,vanilla,mithril,lotr:mithril,present,
createStandardRecipes,vanilla,mithrilRing,lotr:mithril_ring,present,
createStandardRecipes,vanilla,dye/13,minecraft:magenta_dye,present,
createStandardRecipes,vanilla,mug,lotr:mug,present,
createStandardRecipes,vanilla,clayMug,lotr:clay_mug,present,
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugChocolate), LOTRMod.mugMilk, new Obj"
createStandardRecipes,vanilla,appleCrumbleItem,lotr:apple_crumble,present,
createStandardRecipes,vanilla,copper,,excluded,vanilla
createStandardRecipes,vanilla,blockOreStorage/0,,excluded,vanilla
createStandardRecipes,vanilla,tin,lotr:tin_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/1,lotr:tin_block,present,
createStandardRecipes,vanilla,bronze,lotr:bronze_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/2,lotr:bronze_block,present,
createStandardRecipes,vanilla,silver,lotr:silver_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/3,lotr:silver_block,present,
createStandardRecipes,vanilla,mithril,lotr:mithril,present,
createStandardRecipes,vanilla,blockOreStorage/4,lotr:mithril_block,present,
createStandardRecipes,vanilla,chandelier/0,lotr:bronze_chandelier,present,
createStandardRecipes,vanilla,chandelier/1,lotr:iron_chandelier,present,
createStandardRecipes,vanilla,chandelier/2,lotr:silver_chandelier,present,
createStandardRecipes,vanilla,chandelier/3,lotr:gold_chandelier,present,
createStandardRecipes,vanilla,pipeweedSeeds,lotr:pipeweed_seeds,present,
createStandardRecipes,vanilla,pipeweedSeeds,lotr:pipeweed_seeds,present,
createStandardRecipes,vanilla,shovelMithril,lotr:mithril_shovel,present,
createStandardRecipes,vanilla,pickaxeMithril,lotr:mithril_pickaxe,present,
createStandardRecipes,vanilla,axeMithril,lotr:mithril_axe,present,
createStandardRecipes,vanilla,swordMithril,lotr:mithril_sword,present,
createStandardRecipes,vanilla,hoeMithril,lotr:mithril_hoe,present,
createStandardRecipes,vanilla,helmetMithril,lotr:mithril_helmet,present,
createStandardRecipes,vanilla,bodyMithril,lotr:mithril_chestplate,present,
createStandardRecipes,vanilla,legsMithril,lotr:mithril_leggings,present,
createStandardRecipes,vanilla,bootsMithril,lotr:mithril_boots,present,
createStandardRecipes,vanilla,spearBronze,lotr:bronze_spear,present,
createStandardRecipes,vanilla,spearIron,lotr:iron_spear,present,
createStandardRecipes,vanilla,spearMithril,lotr:mithril_spear,present,
createStandardRecipes,vanilla,silverCoin,lotr:silver_coin,present,
createStandardRecipes,vanilla,clayPlate,lotr:clay_plate,present,
createStandardRecipes,vanilla,helmetFur,lotr:fur_hat,present,
createStandardRecipes,vanilla,bodyFur,lotr:fur_tunic,present,
createStandardRecipes,vanilla,legsFur,lotr:fur_leggings,present,
createStandardRecipes,vanilla,bootsFur,lotr:fur_boots,present,
createStandardRecipes,vanilla,chandelier/4,lotr:mithril_chandelier,present,
createStandardRecipes,vanilla,,,manual,no result: GameRegistry.addRecipe(new LOTRRecipeHobbitPipe())
createStandardRecipes,vanilla,dye/15,minecraft:bone_meal,present,
createStandardRecipes,vanilla,planks/4,lotr:apple_planks,present,
createStandardRecipes,vanilla,stairsApple,lotr:apple_stairs,present,
createStandardRecipes,vanilla,planks/5,lotr:pear_planks,present,
createStandardRecipes,vanilla,stairsPear,lotr:pear_stairs,present,
createStandardRecipes,vanilla,planks/6,lotr:cherry_planks,present,
createStandardRecipes,vanilla,stairsCherry,lotr:cherry_stairs,present,
createStandardRecipes,vanilla,dye/2,lotr:bluebell_blue,present,
createStandardRecipes,vanilla,hearth,lotr:hearth,present,
createStandardRecipes,vanilla,daggerBronze,lotr:bronze_dagger,present,
createStandardRecipes,vanilla,daggerIron,lotr:iron_dagger,present,
createStandardRecipes,vanilla,daggerMithril,lotr:mithril_dagger,present,
createStandardRecipes,vanilla,battleaxeMithril,lotr:mithril_battleaxe,present,
createStandardRecipes,vanilla,hammerMithril,lotr:mithril_warhammer,present,
createStandardRecipes,vanilla,dye/15,minecraft:bone_meal,present,
createStandardRecipes,vanilla,dye/15,minecraft:bone_meal,present,
createStandardRecipes,vanilla,dye/15,minecraft:bone_meal,present,
createStandardRecipes,vanilla,dye/15,minecraft:bone_meal,present,
createStandardRecipes,vanilla,commandHorn,lotr:command_horn,present,
createStandardRecipes,vanilla,arrow,minecraft:arrow,excluded,vanilla recipe rule
createStandardRecipes,vanilla,crossbowBolt,lotr:crossbow_bolt,present,
createStandardRecipes,vanilla,crossbowBolt,lotr:crossbow_bolt,present,
createStandardRecipes,vanilla,cherryPieItem,lotr:cherry_pie,present,
createStandardRecipes,vanilla,dye/15,minecraft:bone_meal,present,
createStandardRecipes,vanilla,ironCrossbow,lotr:iron_crossbow,present,
createStandardRecipes,vanilla,mithrilCrossbow,lotr:mithril_crossbow,present,
createStandardRecipes,vanilla,stairsMirkOak,lotr:mirk_oak_stairs,present,
createStandardRecipes,vanilla,planks/2,lotr:mirk_oak_planks,present,
createStandardRecipes,vanilla,horseArmorIron,,excluded,vanilla
createStandardRecipes,vanilla,horseArmorGold,,excluded,vanilla
createStandardRecipes,vanilla,horseArmorDiamond,,blocked,result not ported (missing)
createStandardRecipes,vanilla,,,manual,no result: GameRegistry.addRecipe(new LOTRRecipesPouch())
createStandardRecipes,vanilla,ancientItem/0,lotr:ancient_sword,present,
createStandardRecipes,vanilla,ancientItem/1,lotr:ancient_dagger,present,
createStandardRecipes,vanilla,ancientItem/2,lotr:ancient_helmet,present,
createStandardRecipes,vanilla,ancientItem/3,lotr:ancient_chestplate,present,
createStandardRecipes,vanilla,ancientItem/4,lotr:ancient_leggings,present,
createStandardRecipes,vanilla,ancientItem/5,lotr:ancient_boots,present,
createStandardRecipes,vanilla,stairsCharred,lotr:charred_stairs,present,
createStandardRecipes,vanilla,planks/3,lotr:charred_planks,present,
createStandardRecipes,vanilla,barrel,lotr:barrel,present,
createStandardRecipes,vanilla,armorStandItem,,excluded,excluded
createStandardRecipes,vanilla,pebble,lotr:pebble,present,
createStandardRecipes,vanilla,sling,lotr:sling,present,
createStandardRecipes,vanilla,planks/8,lotr:lebethron_planks,present,
createStandardRecipes,vanilla,stairsLebethron,lotr:lebethron_stairs,present,
createStandardRecipes,vanilla,dye/1,lotr:white_dye,present,
createStandardRecipes,vanilla,orcSteel,lotr:orc_steel_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/5,lotr:orc_steel_block,present,
createStandardRecipes,vanilla,pressurePlateMordorRock,lotr:mordor_rock_pressure_plate,present,
createStandardRecipes,vanilla,buttonMordorRock,lotr:mordor_rock_button,present,
createStandardRecipes,vanilla,nauriteGem,lotr:durnor,present,
createStandardRecipes,vanilla,blockOreStorage/10,lotr:naurite_block,present,
createStandardRecipes,vanilla,guldurilCrystal,lotr:gulduril,present,
createStandardRecipes,vanilla,blockOreStorage/11,lotr:gulduril_block,present,
createStandardRecipes,vanilla,dye/0,lotr:yellow_dye,present,
createStandardRecipes,vanilla,dye/1,lotr:white_dye,present,
createStandardRecipes,vanilla,quenditeCrystal,lotr:edhelvir,present,
createStandardRecipes,vanilla,blockOreStorage/6,lotr:quendite_block,present,
createStandardRecipes,vanilla,galvorn,lotr:galvorn_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/8,lotr:galvorn_block,present,
createStandardRecipes,vanilla,dwarfSteel,lotr:dwarven_steel_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/7,lotr:dwarf_steel_block,present,
createStandardRecipes,vanilla,urukSteel,lotr:uruk_steel_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/9,lotr:uruk_steel_block,present,
createStandardRecipes,vanilla,pressurePlateGondorRock,lotr:gondor_rock_pressure_plate,present,
createStandardRecipes,vanilla,buttonGondorRock,lotr:gondor_rock_button,present,
createStandardRecipes,vanilla,pressurePlateRohanRock,lotr:rohan_rock_pressure_plate,present,
createStandardRecipes,vanilla,buttonRohanRock,lotr:rohan_rock_button,present,
createStandardRecipes,vanilla,planks/9,lotr:beech_planks,present,
createStandardRecipes,vanilla,stairsBeech,lotr:beech_stairs,present,
createStandardRecipes,vanilla,morgulSteel,lotr:morgul_steel_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/12,lotr:morgul_steel_block,present,
createStandardRecipes,vanilla,leatherHat,lotr:leather_hat,present,
createStandardRecipes,vanilla,,,manual,no result: GameRegistry.addRecipe(new LOTRRecipeLeatherHatDye())
createStandardRecipes,vanilla,,,manual,no result: GameRegistry.addRecipe(new LOTRRecipeFeatherDye())
createStandardRecipes,vanilla,,,manual,no result: GameRegistry.addRecipe(new LOTRRecipeLeatherHatFeather())
createStandardRecipes,vanilla,pressurePlateBlueRock,lotr:blue_rock_pressure_plate,present,
createStandardRecipes,vanilla,buttonBlueRock,lotr:blue_rock_button,present,
createStandardRecipes,vanilla,slabSingle11/5,lotr:blue_rock_slab,present,
createStandardRecipes,vanilla,smoothStone/3,lotr:smooth_blue_rock,present,
createStandardRecipes,vanilla,slabSingle3/0,lotr:smooth_blue_rock_slab,present,
createStandardRecipes,vanilla,brick/14,lotr:blue_rock_brick,present,
createStandardRecipes,vanilla,wall/13,lotr:blue_rock_wall,present,
createStandardRecipes,vanilla,slabSingle3/1,lotr:blue_rock_brick_slab,present,
createStandardRecipes,vanilla,stairsBlueRockBrick,lotr:blue_rock_brick_stairs,present,
createStandardRecipes,vanilla,wall/14,lotr:blue_rock_brick_wall,present,
createStandardRecipes,vanilla,planks/10,lotr:holly_planks,present,
createStandardRecipes,vanilla,stairsHolly,lotr:holly_stairs,present,
createStandardRecipes,vanilla,rabbitStew,lotr:rabbit_stew,present,
createStandardRecipes,vanilla,fence/0,lotr:shire_pine_fence,present,
createStandardRecipes,vanilla,fence/2,lotr:mirk_oak_fence,present,
createStandardRecipes,vanilla,fence/3,lotr:charred_fence,present,
createStandardRecipes,vanilla,fence/4,lotr:apple_fence,present,
createStandardRecipes,vanilla,fence/5,lotr:pear_fence,present,
createStandardRecipes,vanilla,fence/6,lotr:cherry_fence,present,
createStandardRecipes,vanilla,fence/7,lotr:mango_fence,present,
createStandardRecipes,vanilla,fence/8,lotr:lebethron_fence,present,
createStandardRecipes,vanilla,fence/9,lotr:beech_fence,present,
createStandardRecipes,vanilla,fence/10,lotr:holly_fence,present,
createStandardRecipes,vanilla,fence/11,lotr:banana_fence,present,
createStandardRecipes,vanilla,fence/12,lotr:maple_fence,present,
createStandardRecipes,vanilla,fence/13,lotr:larch_fence,present,
createStandardRecipes,vanilla,fence/14,lotr:date_palm_fence,present,
createStandardRecipes,vanilla,fence/15,lotr:mangrove_fence,present,
createStandardRecipes,vanilla,dye/0,lotr:yellow_dye,present,
createStandardRecipes,vanilla,pillar/3,lotr:blue_rock_pillar,present,
createStandardRecipes,vanilla,slabSingle3/2,lotr:blue_rock_pillar_slab,present,
createStandardRecipes,vanilla,gunpowder,minecraft:gunpowder,present,
createStandardRecipes,vanilla,dye/15,minecraft:bone_meal,present,
createStandardRecipes,vanilla,commandSword,lotr:command_sword,present,
createStandardRecipes,vanilla,sulfurMatch,lotr:sulfur_match,present,
createStandardRecipes,vanilla,blockOreStorage/13,lotr:sulfur_block,present,
createStandardRecipes,vanilla,blockOreStorage/14,lotr:saltpeter_block,present,
createStandardRecipes,vanilla,sulfur,lotr:sulfur,present,
createStandardRecipes,vanilla,saltpeter,lotr:niter,present,
createStandardRecipes,vanilla,planks/7,lotr:mango_planks,present,
createStandardRecipes,vanilla,stairsMango,lotr:mango_stairs,present,
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugMangoJuice), new Object[]{LOTRMod.ma"
createStandardRecipes,vanilla,planks/11,lotr:banana_planks,present,
createStandardRecipes,vanilla,stairsBanana,lotr:banana_stairs,present,
createStandardRecipes,vanilla,bananaCakeItem,lotr:banana_cake,present,
createStandardRecipes,vanilla,bananaBread,lotr:banana_bread,present,
createStandardRecipes,vanilla,lionBedItem,lotr:lion_fur_bed,present,
createStandardRecipes,vanilla,dye/13,minecraft:magenta_dye,present,
createStandardRecipes,vanilla,dye/1,minecraft:red_dye,present,
createStandardRecipes,vanilla,planks/12,lotr:maple_planks,present,
createStandardRecipes,vanilla,stairsMaple,lotr:maple_stairs,present,
createStandardRecipes,vanilla,mapleSyrup,lotr:maple_syrup,present,
createStandardRecipes,vanilla,planks/13,lotr:larch_planks,present,
createStandardRecipes,vanilla,stairsLarch,lotr:larch_stairs,present,
createStandardRecipes,vanilla,helmetGemsbok,lotr:gemsbok_hide_helmet,present,
createStandardRecipes,vanilla,bodyGemsbok,lotr:gemsbok_hide_chestplate,present,
createStandardRecipes,vanilla,legsGemsbok,lotr:gemsbok_hide_leggings,present,
createStandardRecipes,vanilla,bootsGemsbok,lotr:gemsbok_hide_boots,present,
createStandardRecipes,vanilla,pressurePlateRedRock,lotr:red_rock_pressure_plate,present,
createStandardRecipes,vanilla,buttonRedRock,lotr:red_rock_button,present,
createStandardRecipes,vanilla,slabSingle11/6,lotr:red_rock_slab,present,
createStandardRecipes,vanilla,smoothStone/4,lotr:smooth_red_rock,present,
createStandardRecipes,vanilla,slabSingle3/5,lotr:smooth_red_rock_slab,present,
createStandardRecipes,vanilla,brick2/2,lotr:red_rock_brick,present,
createStandardRecipes,vanilla,wall2/2,lotr:red_rock_wall,present,
createStandardRecipes,vanilla,slabSingle3/6,lotr:red_rock_brick_slab,present,
createStandardRecipes,vanilla,stairsRedRockBrick,lotr:red_rock_brick_stairs,present,
createStandardRecipes,vanilla,wall2/3,lotr:red_rock_brick_wall,present,
createStandardRecipes,vanilla,pillar/4,lotr:red_rock_pillar,present,
createStandardRecipes,vanilla,slabSingle3/7,lotr:red_rock_pillar_slab,present,
createStandardRecipes,vanilla,planks/14,lotr:date_palm_planks,present,
createStandardRecipes,vanilla,stairsDatePalm,lotr:date_palm_stairs,present,
createStandardRecipes,vanilla,blueDwarfSteel,lotr:blue_dwarven_steel_ingot,present,
createStandardRecipes,vanilla,blockOreStorage/15,lotr:blue_dwarf_steel_block,present,
createStandardRecipes,vanilla,thatch/0,lotr:thatch_thatch,present,
createStandardRecipes,vanilla,slabSingleThatch/0,lotr:thatch_thatch_slab,present,
createStandardRecipes,vanilla,stairsThatch,lotr:thatch_thatch_stairs,present,
createStandardRecipes,vanilla,horseArmorMithril,lotr:mithril_horse_armor,present,
createStandardRecipes,vanilla,strawBedItem,lotr:straw_bed,present,
createStandardRecipes,vanilla,thatchFloor,lotr:thatch_floor,present,
createStandardRecipes,vanilla,redBook,lotr:red_book,present,
createStandardRecipes,vanilla,termiteMound/1,lotr:termite_mound,present,
createStandardRecipes,vanilla,gunpowder,minecraft:gunpowder,present,
createStandardRecipes,vanilla,planks/15,lotr:mangrove_planks,present,
createStandardRecipes,vanilla,stairsMangrove,lotr:mangrove_stairs,present,
createStandardRecipes,vanilla,dye/1,minecraft:red_dye,present,
createStandardRecipes,vanilla,dye/0,lotr:yellow_dye,present,
createStandardRecipes,vanilla,dye/9,minecraft:pink_dye,present,
createStandardRecipes,vanilla,dye/13,minecraft:magenta_dye,present,
createStandardRecipes,vanilla,flaxSeeds,lotr:flax_seeds,present,
createStandardRecipes,vanilla,string,minecraft:string,present,
createStandardRecipes,vanilla,planks2/0,lotr:chestnut_planks,present,
createStandardRecipes,vanilla,stairsChestnut,lotr:chestnut_stairs,present,
createStandardRecipes,vanilla,planks2/1,lotr:baobab_planks,present,
createStandardRecipes,vanilla,stairsBaobab,lotr:baobab_stairs,present,
createStandardRecipes,vanilla,fence2/0,lotr:chestnut_fence,present,
createStandardRecipes,vanilla,fence2/1,lotr:baobab_fence,present,
createStandardRecipes,vanilla,fence2/2,lotr:cedar_fence,present,
createStandardRecipes,vanilla,fence2/3,lotr:fir_fence,present,
createStandardRecipes,vanilla,fence2/4,lotr:pine_fence,present,
createStandardRecipes,vanilla,fence2/5,lotr:lemon_fence,present,
createStandardRecipes,vanilla,fence2/6,lotr:orange_fence,present,
createStandardRecipes,vanilla,fence2/7,lotr:lime_fence,present,
createStandardRecipes,vanilla,fence2/8,lotr:mahogany_fence,present,
createStandardRecipes,vanilla,fence2/9,lotr:willow_fence,present,
createStandardRecipes,vanilla,fence2/10,lotr:cypress_fence,present,
createStandardRecipes,vanilla,fence2/11,lotr:olive_fence,present,
createStandardRecipes,vanilla,fence2/12,lotr:aspen_fence,present,
createStandardRecipes,vanilla,fence2/13,lotr:green_oak_fence,present,
createStandardRecipes,vanilla,fence2/14,lotr:lairelosse_fence,present,
createStandardRecipes,vanilla,fence2/15,lotr:almond_fence,present,
createStandardRecipes,vanilla,planks2/2,lotr:cedar_planks,present,
createStandardRecipes,vanilla,stairsCedar,lotr:cedar_stairs,present,
createStandardRecipes,vanilla,blackUrukSteel,lotr:black_uruk_steel_ingot,present,
createStandardRecipes,vanilla,blockOreStorage2/0,lotr:black_uruk_steel_block,present,
createStandardRecipes,vanilla,utumnoKey/0,lotr:key_of_ice,present,
createStandardRecipes,vanilla,utumnoKey/1,lotr:key_of_obsidian,present,
createStandardRecipes,vanilla,battleaxeIron,lotr:iron_battleaxe,present,
createStandardRecipes,vanilla,battleaxeBronze,lotr:bronze_battleaxe,present,
createStandardRecipes,vanilla,bronzeCrossbow,lotr:bronze_crossbow,present,
createStandardRecipes,vanilla,commandTable,lotr:table_of_command,present,
createStandardRecipes,vanilla,butterflyJar,lotr:butterfly_jar,present,
createStandardRecipes,vanilla,berryPieItem,lotr:berry_pie,present,
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugBlueberryJuice), new Object[]{LOTRMo"
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugBlackberryJuice), new Object[]{LOTRM"
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugRaspberryJuice), new Object[]{LOTRMo"
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugCranberryJuice), new Object[]{LOTRMo"
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugElderberryJuice), new Object[]{LOTRM"
createStandardRecipes,vanilla,brick3/0,lotr:blue_carved_brick,present,
createStandardRecipes,vanilla,brick3/1,lotr:red_carved_brick,present,
createStandardRecipes,vanilla,elfSteel,lotr:elven_steel_ingot,present,
