group,old_key,old_text
lotr.achievement,lotr.achievement.wearFullRhun.desc,Equip a full suit of Rhûnic armor
lotr.achievement,lotr.achievement.tradeRhunBlacksmith.title,The Golden Forge
lotr.achievement,lotr.achievement.tradeRhunBlacksmith.desc,Trade with an Easterling Blacksmith
lotr.achievement,lotr.achievement.tradeRhunCaptain.title,The Might of the East
lotr.achievement,lotr.achievement.tradeRhunCaptain.desc,Hire a unit from an Easterling Warlord
lotr.achievement,lotr.achievement.hitBirdFirePot.title,Flammifer of Easternesse
lotr.achievement,lotr.achievement.hitBirdFirePot.desc,Strike a bird in flight with a fire-pot
lotr.achievement,lotr.achievement.getKineArawHorn.title,Quarry of Oromë
lotr.achievement,lotr.achievement.getKineArawHorn.desc,Recover a horn from the Kine of Araw
lotr.achievement,lotr.achievement.wearFullRhunGold.title,Gilded Warrior
lotr.achievement,lotr.achievement.wearFullRhunGold.desc,Equip a full suit of golden Rhûnic armor
lotr.achievement,lotr.achievement.enterLastDesert.title,Eastern Sands
lotr.achievement,lotr.achievement.enterLastDesert.desc,Enter the Last Desert
lotr.achievement,lotr.achievement.enterMountainsWind.title,The Whispering Towers
lotr.achievement,lotr.achievement.enterMountainsWind.desc,Enter the Mountains of the Wind
lotr.achievement,lotr.achievement.tradeRhunMarketTrader.title,Markets of the East
lotr.achievement,lotr.achievement.tradeRhunMarketTrader.desc,Trade with a stallkeeper in an Easterling Market
lotr.achievement,lotr.achievement.tradeRhunBartender.title,Homely Eastern House
lotr.achievement,lotr.achievement.tradeRhunBartender.desc,Trade with an Easterling Bartender
lotr.achievement,lotr.achievement.hireRhunFarmer.title,Fields of Rhúnaer
lotr.achievement,lotr.achievement.hireRhunFarmer.desc,Hire a farmhand from an Easterling Farmer
lotr.achievement,lotr.achievement.enterRhunLand.title,Land of the Golden
lotr.achievement,lotr.achievement.enterRhunLand.desc,Enter the kingdom of Rhúdel
lotr.achievement,lotr.achievement.enterRhunRedwood.title,Redwood Mists
lotr.achievement,lotr.achievement.enterRhunRedwood.desc,Enter the forests of Eryn Garan
lotr.achievement,lotr.achievement.enterRhunIsland.title,The Isle in the Sea
lotr.achievement,lotr.achievement.enterRhunIsland.desc,Enter the island of Tol Rhúnaer
lotr.achievement,lotr.achievement.enterRedMountains.title,Mountains of the East
lotr.achievement,lotr.achievement.enterRedMountains.desc,Enter the Red Mountains
lotr.achievement,lotr.achievement.enterHarondor.title,Southward Bound
lotr.achievement,lotr.achievement.enterHarondor.desc,Enter the region of Harondor
lotr.achievement,lotr.achievement.enterNearHarad.title,The Great Desert
lotr.achievement,lotr.achievement.enterNearHarad.desc,Enter the burning sands of Near Harad
lotr.achievement,lotr.achievement.killNearHaradrim.title,Southron Slayer
lotr.achievement,lotr.achievement.killNearHaradrim.desc,Kill a Southron of Near Harad
lotr.achievement,lotr.achievement.useNearHaradTable.title,Southron Crafter
lotr.achievement,lotr.achievement.useNearHaradTable.desc,Craft an item on the Haradric Crafting Table
lotr.achievement,lotr.achievement.wearFullNearHarad.title,Coastland Soldier
lotr.achievement,lotr.achievement.wearFullNearHarad.desc,Equip a full suit of Coast Southron armor
lotr.achievement,lotr.achievement.tradeNearHaradWarlord.title,League of Southrons
lotr.achievement,lotr.achievement.tradeNearHaradWarlord.desc,Hire a unit from a Coast Southron Warlord
lotr.achievement,lotr.achievement.rideCamel.title,Master of Humps
lotr.achievement,lotr.achievement.rideCamel.desc,Saddle and ride a camel
lotr.achievement,lotr.achievement.tradeBazaarTrader.title,Desert Riches
lotr.achievement,lotr.achievement.tradeBazaarTrader.desc,Trade with a trader in a Southron bazaar
lotr.achievement,lotr.achievement.tradeNearHaradMerchant.title,Exotic Goods
lotr.achievement,lotr.achievement.tradeNearHaradMerchant.desc,Trade with a travelling merchant out of Harad
lotr.achievement,lotr.achievement.doMiniquestNearHarad.title,Desert Wanderer
lotr.achievement,lotr.achievement.doMiniquestNearHarad.desc,Complete a Southron mini-quest
lotr.achievement,lotr.achievement.cookKebab.title,Friendly Kebab Chef
lotr.achievement,lotr.achievement.cookKebab.desc,Cut a slice of cooked kebab from a kebab stand
lotr.achievement,lotr.achievement.enterNearHaradOasis.title,Jewel of Harad
lotr.achievement,lotr.achievement.enterNearHaradOasis.desc,Find an oasis in the desert of Near Harad
lotr.achievement,lotr.achievement.tradeNearHaradBlacksmith.title,Bronzen Corslets
lotr.achievement,lotr.achievement.tradeNearHaradBlacksmith.desc,Trade with a Coast Southron Blacksmith
lotr.achievement,lotr.achievement.enterHarnedor.title,Beyond the Harnen
lotr.achievement,lotr.achievement.enterHarnedor.desc,Enter the region of Harnennor
lotr.achievement,lotr.achievement.enterSouthronCoasts.title,In Azra-zâin
lotr.achievement,lotr.achievement.enterSouthronCoasts.desc,Enter the coastland regions of Near Harad
lotr.achievement,lotr.achievement.enterUmbar.title,City of Corsairs
lotr.achievement,lotr.achievement.enterUmbar.desc,Enter the land of Umbar
lotr.achievement,lotr.achievement.enterLostladen.title,Wide Emptiness
lotr.achievement,lotr.achievement.enterLostladen.desc,Enter the desert of Lostladen
lotr.achievement,lotr.achievement.enterGulfHarad.title,Eastern Shores
lotr.achievement,lotr.achievement.enterGulfHarad.desc,Enter the lands of the Gulf of Harad
lotr.achievement,lotr.achievement.useUmbarTable.title,Umbaric Crafter
lotr.achievement,lotr.achievement.useUmbarTable.desc,Craft an item on the Umbaric Crafting Table
lotr.achievement,lotr.achievement.useGulfTable.title,Gulfen Crafter
lotr.achievement,lotr.achievement.useGulfTable.desc,Craft an item on the Gulfen Crafting Table
lotr.achievement,lotr.achievement.wearFullGulfHarad.title,Gulfen Warrior
lotr.achievement,lotr.achievement.wearFullGulfHarad.desc,Equip a full suit of Gulfen armor
lotr.achievement,lotr.achievement.wearFullCorsair.title,Corsair of Umbar
lotr.achievement,lotr.achievement.wearFullCorsair.desc,Equip a full suit of Corsair armor
lotr.achievement,lotr.achievement.wearFullUmbar.title,Soldier of Umbar
lotr.achievement,lotr.achievement.wearFullUmbar.desc,Equip a full suit of Umbaric armor
lotr.achievement,lotr.achievement.wearFullHarnedor.title,Cruel Bronze Spikes
lotr.achievement,lotr.achievement.wearFullHarnedor.desc,Equip a full suit of Harnennor armor
lotr.achievement,lotr.achievement.wearFullNomad.title,Among the Sands
lotr.achievement,lotr.achievement.wearFullNomad.desc,Equip a full suit of Harad Nomad armor
lotr.achievement,lotr.achievement.tradeHarnedorWarlord.title,Sons of the Harnen
lotr.achievement,lotr.achievement.tradeHarnedorWarlord.desc,Hire a unit from a Harnennor Warlord
lotr.achievement,lotr.achievement.tradeUmbarCaptain.title,The Might of the South
lotr.achievement,lotr.achievement.tradeUmbarCaptain.desc,Hire a unit from an Umbar Captain
lotr.achievement,lotr.achievement.tradeCorsairCaptain.title,Raiding Party
lotr.achievement,lotr.achievement.tradeCorsairCaptain.desc,Hire a unit from a Corsair Captain
lotr.achievement,lotr.achievement.tradeNomadWarlord.title,Dust and Daggers
lotr.achievement,lotr.achievement.tradeNomadWarlord.desc,Hire a unit from a Nomad Chieftain
lotr.achievement,lotr.achievement.tradeGulfWarlord.title,Fury of the Khopazûlim
lotr.achievement,lotr.achievement.tradeGulfWarlord.desc,Hire a unit from a Gulfing Warlord
lotr.achievement,lotr.achievement.hireHaradSlave.title,Corsair's Cruelty
lotr.achievement,lotr.achievement.hireHaradSlave.desc,Hire a slave from a Corsair Slaver
lotr.achievement,lotr.achievement.hireMoredainMercenary.title,Swertings Near and Far
lotr.achievement,lotr.achievement.hireMoredainMercenary.desc,Hire a Morwaith Mercenary
lotr.achievement,lotr.achievement.tradeHarnedorBlacksmith.title,Spikes and Spears
lotr.achievement,lotr.achievement.tradeHarnedorBlacksmith.desc,Trade with a Harnennor Bronzesmith
lotr.achievement,lotr.achievement.tradeUmbarBlacksmith.title,War-forge of Harad
lotr.achievement,lotr.achievement.tradeUmbarBlacksmith.desc,Trade with an Umbar Blacksmith
lotr.achievement,lotr.achievement.tradeGulfBlacksmith.title,Dragonblood Forge
lotr.achievement,lotr.achievement.tradeGulfBlacksmith.desc,Trade with a Gulfing Blacksmith
lotr.achievement,lotr.achievement.doMiniquestGondorRenegade.title,Treacherous Company
lotr.achievement,lotr.achievement.doMiniquestGondorRenegade.desc,Earn the service of a Gondorian Renegade
lotr.achievement,lotr.achievement.tradeNomadMerchant.title,Caravan of Curiosities
lotr.achievement,lotr.achievement.tradeNomadMerchant.desc,Trade with a travelling Nomad Merchant
lotr.achievement,lotr.achievement.tradeHaradBartender.title,That Southron Atmosphere
lotr.achievement,lotr.achievement.tradeHaradBartender.desc,Trade with a bartender in a Southron tavern
lotr.achievement,lotr.achievement.tradeNomadArmourer.title,Wanderer's Weave
lotr.achievement,lotr.achievement.tradeNomadArmourer.desc,Trade with a Nomad Armourer
lotr.achievement,lotr.achievement.hireHarnedorFarmer.title,Fields of the Harnen
lotr.achievement,lotr.achievement.hireHarnedorFarmer.desc,Hire a farmhand from a Harnennor Farmer
lotr.achievement,lotr.achievement.tradeHaradFarmer.title,Slave Economy
lotr.achievement,lotr.achievement.tradeHaradFarmer.desc,Trade with a Near Harad farmer
lotr.achievement,lotr.achievement.wearFullBlackNumenorean.title,Bâr 'nAnadûnê
lotr.achievement,lotr.achievement.wearFullBlackNumenorean.desc,Equip a full suit of Black Númenórean armor
lotr.achievement,lotr.achievement.enterFarHaradSavannah.title,Where the Stars are Strange
lotr.achievement,lotr.achievement.enterFarHaradSavannah.desc,Enter the lands of Far Harad
lotr.achievement,lotr.achievement.pickBanana.title,Hanging Around
lotr.achievement,lotr.achievement.pickBanana.desc,Pick a banana from a tree
lotr.achievement,lotr.achievement.growBaobab.title,Mighty Trees
lotr.achievement,lotr.achievement.growBaobab.desc,Grow a baobab tree from a sapling
lotr.achievement,lotr.achievement.enterFarHaradVolcano.title,Fires of the South
lotr.achievement,lotr.achievement.enterFarHaradVolcano.desc,Enter a volcanic region of Far Harad
lotr.achievement,lotr.achievement.killMoredain.title,Morwaith Slayer
lotr.achievement,lotr.achievement.killMoredain.desc,Kill one of the Morwaith
lotr.achievement,lotr.achievement.useMoredainTable.title,Morwaith Crafter
lotr.achievement,lotr.achievement.useMoredainTable.desc,Craft an item on the Morwaith Crafting Table
lotr.achievement,lotr.achievement.wearFullMoredain.title,Warrior of the Sunlands
lotr.achievement,lotr.achievement.wearFullMoredain.desc,Equip a full suit of Morwaith armor
lotr.achievement,lotr.achievement.tradeMoredainChieftain.title,Strength of the Tribe
lotr.achievement,lotr.achievement.tradeMoredainChieftain.desc,Hire a unit from a Morwaith Chieftain
lotr.achievement,lotr.achievement.doMiniquestMoredain.title,Rites of Passage
lotr.achievement,lotr.achievement.doMiniquestMoredain.desc,Complete a Morwaith mini-quest
lotr.achievement,lotr.achievement.tradeMoredainVillager.title,Tribal Gifts
lotr.achievement,lotr.achievement.tradeMoredainVillager.desc,Trade with a Morwaith village trader
lotr.achievement,lotr.achievement.enterCorsairCoasts.title,Palms and Plunder
lotr.achievement,lotr.achievement.enterCorsairCoasts.desc,Enter the Corsair Coasts
lotr.achievement,lotr.achievement.enterFarHaradJungle.title,Jungle Mysteries
lotr.achievement,lotr.achievement.enterFarHaradJungle.desc,Enter the jungles of Far Harad
lotr.achievement,lotr.achievement.drinkMangoJuice.title,Fruits of the Jungle
lotr.achievement,lotr.achievement.drinkMangoJuice.desc,Drink a mug of mango juice
lotr.achievement,lotr.achievement.doMiniquestTauredain.title,Friend of the Forest
lotr.achievement,lotr.achievement.doMiniquestTauredain.desc,Complete a Taurethrim mini-quest
lotr.achievement,lotr.achievement.useTauredainTable.title,Taurethrim Crafter
lotr.achievement,lotr.achievement.useTauredainTable.desc,Craft an item on the Taurethrim Crafting Table
lotr.achievement,lotr.achievement.wearFullTauredain.title,Jungle Warrior
lotr.achievement,lotr.achievement.wearFullTauredain.desc,Equip a full suit of Taurethrim armor
lotr.achievement,lotr.achievement.killTauredain.title,Taurethrim Slayer
lotr.achievement,lotr.achievement.killTauredain.desc,Kill one of the Taurethrim
lotr.achievement,lotr.achievement.tradeTauredainChieftain.title,Obsidian Conqueror
lotr.achievement,lotr.achievement.tradeTauredainChieftain.desc,Hire a unit from a Taurethrim Chieftain
lotr.achievement,lotr.achievement.tradeTauredainShaman.title,Ancient Wisdom
lotr.achievement,lotr.achievement.tradeTauredainShaman.desc,Trade with a Taurethrim Shaman
lotr.achievement,lotr.achievement.smeltObsidianShard.title,Our Blades are Sharp
lotr.achievement,lotr.achievement.smeltObsidianShard.desc,Refine an obsidian shard from gravel found in the jungle
lotr.achievement,lotr.achievement.tradeTauredainFarmer.title,Tropical Crops
lotr.achievement,lotr.achievement.tradeTauredainFarmer.desc,Trade with a Taurethrim Farmer
lotr.achievement,lotr.achievement.hireTauredainFarmer.title,Care of the Earth
lotr.achievement,lotr.achievement.hireTauredainFarmer.desc,Hire a farmhand from a Taurethrim Farmer
lotr.achievement,lotr.achievement.tradeTauredainSmith.title,Obsidian Forge
lotr.achievement,lotr.achievement.tradeTauredainSmith.desc,Trade with a Taurethrim Smith
lotr.achievement,lotr.achievement.wearFullTaurethrimGold.title,Blood-Kings' Hoard
lotr.achievement,lotr.achievement.wearFullTaurethrimGold.desc,Equip a full suit of Golden Taurethrim armor
lotr.achievement,lotr.achievement.enterPertorogwaith.title,Monstrous Things
lotr.achievement,lotr.achievement.enterPertorogwaith.desc,Enter the land of Perdorogwaith
lotr.achievement,lotr.achievement.killHalfTroll.title,Half-troll Slayer
lotr.achievement,lotr.achievement.killHalfTroll.desc,Kill a Half-troll
lotr.achievement,lotr.achievement.wearFullHalfTroll.title,Crude Coverings
lotr.achievement,lotr.achievement.wearFullHalfTroll.desc,Equip a full suit of Half-troll armor
lotr.achievement,lotr.achievement.tradeHalfTrollWarlord.title,Brutal Hordes
lotr.achievement,lotr.achievement.tradeHalfTrollWarlord.desc,Hire a unit from a Half-troll Warlord
lotr.achievement,lotr.achievement.useHalfTrollTable.title,Half-troll Crafter
lotr.achievement,lotr.achievement.useHalfTrollTable.desc,Craft an item on the Half-troll Crafting Table
lotr.achievement,lotr.achievement.doMiniquestHalfTroll.title,Trollish Tasks
lotr.achievement,lotr.achievement.doMiniquestHalfTroll.desc,Complete a Half-troll mini-quest
lotr.achievement,lotr.achievement.tradeHalfTrollScavenger.title,Bits and Pieces
lotr.achievement,lotr.achievement.tradeHalfTrollScavenger.desc,Trade with a Half-troll Scavenger
lotr.achievement,lotr.achievement.enterHalfTrollForest.title,Forest of Demons
lotr.achievement,lotr.achievement.enterHalfTrollForest.desc,Enter the cursed forest of Taur-i-Thorogrim
lotr.achievement,lotr.achievement.enterOcean.title,To the Sea!
lotr.achievement,lotr.achievement.enterOcean.desc,Travel to the seas surrounding Middle-earth
lotr.achievement,lotr.achievement.enterMeneltarma.title,Pillar of the Heavens
lotr.achievement,lotr.achievement.enterMeneltarma.desc,Travel to the summit of Meneltarma
lotr.achievement,lotr.achievement.enterUtumnoIce.title,The Hells of Ice
lotr.achievement,lotr.achievement.enterUtumnoIce.desc,Enter Utumno
lotr.achievement,lotr.achievement.enterUtumnoObsidian.title,The Hells of Obsidian
lotr.achievement,lotr.achievement.enterUtumnoObsidian.desc,Descend to the middle level of Utumno
lotr.achievement,lotr.achievement.enterUtumnoFire.title,The Hells of Fire
lotr.achievement,lotr.achievement.enterUtumnoFire.desc,Descend to the lower level of Utumno
lotr.achievement,lotr.achievement.wearFullUtumno.title,Underworld Looter
lotr.achievement,lotr.achievement.wearFullUtumno.desc,Equip a full suit of Utumno armor
lotr.achievement,lotr.achievement.killUtumnoOrc.title,Demonic Minions
lotr.achievement,lotr.achievement.killUtumnoOrc.desc,Kill an Orc of Utumno
lotr.achievement,lotr.achievement.killUtumnoWarg.title,The Hounds of Hell
lotr.achievement,lotr.achievement.killUtumnoWarg.desc,Kill a Warg of Utumno
lotr.achievement,lotr.achievement.killBalrog.title,Balrog Slayer
lotr.achievement,lotr.achievement.killBalrog.desc,Kill a Balrog
lotr.achievement,lotr.achievement.killTormentedElf.title,The Forgotten
lotr.achievement,lotr.achievement.killTormentedElf.desc,Kill a Tormented Elf
lotr.achievement,lotr.achievement.killUtumnoTroll.title,Troll in the Dungeons
lotr.achievement,lotr.achievement.killUtumnoTroll.desc,Kill a Troll of Utumno
lotr.achievement,lotr.achievement.craftUtumnoKey.title,Keys of the Deep
lotr.achievement,lotr.achievement.craftUtumnoKey.desc,Craft a key from pieces found in Utumno
lotr.achievement,lotr.achievement.leaveUtumno.title,Hell and Back
lotr.achievement,lotr.achievement.leaveUtumno.desc,Return alive from the pits of Utumno
lotr.waypoint,lotr.waypoint.HIMLING,Himling
lotr.waypoint,lotr.waypoint.HIMLING.info,"The peak of the hill of Himring, mostly drowned following the War of Wrath."
lotr.waypoint,lotr.waypoint.TOL_FUIN,Tol Fuin
lotr.waypoint,lotr.waypoint.TOL_FUIN.info,"The highlands of Taur-nu-Fuin, the Forest under Nightshade, which survived the drowning of Beleriand."
lotr.waypoint,lotr.waypoint.TOL_MORWEN,Tol Morwen
lotr.waypoint,lotr.waypoint.TOL_MORWEN.info,"A lone hill spared in the drowning of Beleriand, upon which lay the grave of Morwen mother of Túrin Turambar."
lotr.waypoint,lotr.waypoint.MENELTARMA_SUMMIT,Meneltarma
lotr.waypoint,lotr.waypoint.MENELTARMA_SUMMIT.info,"The summit of the Meneltarma, the Sacred Mountain, which alone survived the downfall of Númenor."
lotr.waypoint,lotr.waypoint.HOBBITON,Hobbiton
lotr.waypoint,lotr.waypoint.HOBBITON.info,"A town of Hobbits in the centre of the Shire, overlooked by the Hill of Bag End."
lotr.waypoint,lotr.waypoint.BRANDYWINE_BRIDGE,Brandywine Bridge
lotr.waypoint,lotr.waypoint.BRANDYWINE_BRIDGE.info,A bridge across the River Brandywine and out of the Shire.
lotr.waypoint,lotr.waypoint.SARN_FORD,Sarn Ford
lotr.waypoint,lotr.waypoint.SARN_FORD.info,"A stone ford on the southern edge of the Shire. Though the Shire-folk do not know, it is carefully guarded."
lotr.waypoint,lotr.waypoint.LONGBOTTOM,Longbottom
lotr.waypoint,lotr.waypoint.LONGBOTTOM.info,"A town in the Southfarthing of the Shire, famous for its Longbottom Leaf."
lotr.waypoint,lotr.waypoint.MICHEL_DELVING,Michel Delving
lotr.waypoint,lotr.waypoint.MICHEL_DELVING.info,"The chief town of the Shire, located in the White Downs, and home to the Mayor of Michel Delving."
lotr.waypoint,lotr.waypoint.WILLOWBOTTOM,Willowbottom
lotr.waypoint,lotr.waypoint.WILLOWBOTTOM.info,A small village near the Woody End.
lotr.waypoint,lotr.waypoint.BUCKLEBURY,Bucklebury
lotr.waypoint,lotr.waypoint.BUCKLEBURY.info,"The chief village of Buckland, home of the Master of Buckland."
lotr.waypoint,lotr.waypoint.WHITFURROWS,Whitfurrows
lotr.waypoint,lotr.waypoint.WHITFURROWS.info,A small town upon the East Road.
lotr.waypoint,lotr.waypoint.FROGMORTON,Frogmorton
lotr.waypoint,lotr.waypoint.FROGMORTON.info,A village upon the East Road by the Frog-marshes.
lotr.waypoint,lotr.waypoint.OATBARTON,Oatbarton
lotr.waypoint,lotr.waypoint.OATBARTON.info,A village in the Northfarthing of the Shire.
lotr.waypoint,lotr.waypoint.SCARY,Scary
lotr.waypoint,lotr.waypoint.SCARY.info,A small Hobbit village among caves and stony hills.
lotr.waypoint,lotr.waypoint.NEEDLEHOLE,Needlehole
lotr.waypoint,lotr.waypoint.NEEDLEHOLE.info,A town in the Westfarthing of the Shire.
lotr.waypoint,lotr.waypoint.LITTLE_DELVING,Little Delving
lotr.waypoint,lotr.waypoint.LITTLE_DELVING.info,A smaller Hobbit town upon the White Downs.
lotr.waypoint,lotr.waypoint.WAYMEET,Waymeet
lotr.waypoint,lotr.waypoint.WAYMEET.info,A town upon the crossing of important Shire-roads.
lotr.waypoint,lotr.waypoint.TUCKBOROUGH,Tuckborough
lotr.waypoint,lotr.waypoint.TUCKBOROUGH.info,"A historic town within the Green Hill Country. Home to the Took family, the Thains of the Shire."
lotr.waypoint,lotr.waypoint.NOBOTTLE,Nobottle
lotr.waypoint,lotr.waypoint.NOBOTTLE.info,A town in the Westfarthing of the Shire.
lotr.waypoint,lotr.waypoint.TIGHFIELD,Tighfield
lotr.waypoint,lotr.waypoint.TIGHFIELD.info,A village known for its rope-makers.
lotr.waypoint,lotr.waypoint.BROCKENBORINGS,Brockenborings
lotr.waypoint,lotr.waypoint.BROCKENBORINGS.info,A warren of tunnels within the rocky hills surrounding Scary.
lotr.waypoint,lotr.waypoint.DEEPHALLOW,Deephallow
lotr.waypoint,lotr.waypoint.DEEPHALLOW.info,A village upon the banks of the River Brandywine.
lotr.waypoint,lotr.waypoint.STOCK,Stock
lotr.waypoint,lotr.waypoint.STOCK.info,A town upon the Stock-brook by the banks of the River Brandywine.
lotr.waypoint,lotr.waypoint.BYWATER,Bywater
lotr.waypoint,lotr.waypoint.BYWATER.info,"A village by the Pool upon the Water, home of the famous Green Dragon inn."
lotr.waypoint,lotr.waypoint.OVERHILL,Overhill
lotr.waypoint,lotr.waypoint.OVERHILL.info,A small village north of Hobbiton and the Hill.
lotr.waypoint,lotr.waypoint.HAYSEND,Haysend
lotr.waypoint,lotr.waypoint.HAYSEND.info,A village in the south of Buckland at the end of the Hedge.
lotr.waypoint,lotr.waypoint.HAY_GATE,Hay Gate
lotr.waypoint,lotr.waypoint.HAY_GATE.info,The guarded North Gate in the Hedge of Buckland.
lotr.waypoint,lotr.waypoint.GREENHOLM,Greenholm
lotr.waypoint,lotr.waypoint.GREENHOLM.info,A small town upon the Far Downs at the western border of the Shire.
lotr.waypoint,lotr.waypoint.WITHYWINDLE_VALLEY,Withywindle Valley
lotr.waypoint,lotr.waypoint.WITHYWINDLE_VALLEY.info,A strange and haunted valley where the Withywindle runs through the Old Forest.
lotr.waypoint,lotr.waypoint.FORLOND,Forlond
lotr.waypoint,lotr.waypoint.FORLOND.info,A harbour-city of the Elves on the northern shore of the Gulf of Lune.
lotr.waypoint,lotr.waypoint.HARLOND,Harlond
lotr.waypoint,lotr.waypoint.HARLOND.info,A harbour-city of the Elves on the southern shore of the Gulf of Lune.
lotr.waypoint,lotr.waypoint.MITHLOND_NORTH,North Mithlond
lotr.waypoint,lotr.waypoint.MITHLOND_NORTH.info,"The northern half of Mithlond, the Grey Havens, where Círdan the Shipwright dwells with his people."
lotr.waypoint,lotr.waypoint.MITHLOND_SOUTH,South Mithlond
lotr.waypoint,lotr.waypoint.MITHLOND_SOUTH.info,"The southern half of Mithlond, the Grey Havens, where Círdan the Shipwright dwells with his people."
lotr.waypoint,lotr.waypoint.FORLINDON,Forlindon
lotr.waypoint,lotr.waypoint.FORLINDON.info,The northern regions of the fair country of Lindon.
lotr.waypoint,lotr.waypoint.HARLINDON,Harlindon
lotr.waypoint,lotr.waypoint.HARLINDON.info,The southern regions of the fair country of Lindon.
lotr.waypoint,lotr.waypoint.TOWER_HILLS,Elostirion
lotr.waypoint,lotr.waypoint.TOWER_HILLS.info,"Tallest of the White Towers built for Elendil by Gil-galad, said to house one of the Seeing Stones of Arnor."
lotr.waypoint,lotr.waypoint.AMON_EREB,Amon Ereb
lotr.waypoint,lotr.waypoint.AMON_EREB.info,"An ancient hill in Lindon, which, long ago in the Elder Days, was a lookout-post of great importance."
lotr.waypoint,lotr.waypoint.BELEGOST,Belegost
lotr.waypoint,lotr.waypoint.BELEGOST.info,"An ancient Dwarven city of the Blue Mountains, dating back to the Elder Days. It was destroyed after the War of Wrath, but later resettled, in part."
lotr.waypoint,lotr.waypoint.NOGROD,Nogrod
lotr.waypoint,lotr.waypoint.NOGROD.info,"An ancient Dwarven city of the Blue Mountains, dating back to the Elder Days. It was destroyed after the War of Wrath, but later resettled, in part."
lotr.waypoint,lotr.waypoint.MOUNT_RERIR,Mount Rerir
lotr.waypoint,lotr.waypoint.MOUNT_RERIR.info,A large mountain ruined long ago during the War of Wrath. In Elder Days a fortress of Caranthir son of Fëanor stood upon its slopes.
lotr.waypoint,lotr.waypoint.MOUNT_DOLMED,Mount Dolmed
lotr.waypoint,lotr.waypoint.MOUNT_DOLMED.info,"Said to be the awakening-place of two Fathers of the Dwarves, this mountain was cloven in the War of Wrath and diminished in size."
lotr.waypoint,lotr.waypoint.THORIN_HALLS,Thorin's Halls
lotr.waypoint,lotr.waypoint.THORIN_HALLS.info,"Once ruled by Thorin Oakenshield, this settlement in the Blue Mountains is inhabited by Dwarves mostly of Durin's Folk."
lotr.waypoint,lotr.waypoint.ARVEDUI_MINES,Arvedui's Mines
lotr.waypoint,lotr.waypoint.ARVEDUI_MINES.info,Abandoned mines in the Blue Mountains. The last King of Arnor and his company once hid here to escape the threat of Angmar.
lotr.waypoint,lotr.waypoint.THRAIN_HALLS,Thráin's Halls
lotr.waypoint,lotr.waypoint.THRAIN_HALLS.info,"A Dwarven settlement, founded by Thráin and the exiles of the Lonely Mountain, with many old mines still in use today."
lotr.waypoint,lotr.waypoint.NORTH_DOWNS,North Downs
lotr.waypoint,lotr.waypoint.NORTH_DOWNS.info,A range of hills in northern Eriador with the ancient city of Fornost Erain at their southwestern end.
lotr.waypoint,lotr.waypoint.SOUTH_DOWNS,South Downs
lotr.waypoint,lotr.waypoint.SOUTH_DOWNS.info,A range of hills in Eriador.
lotr.waypoint,lotr.waypoint.ERYN_VORN,Eryn Vorn
lotr.waypoint,lotr.waypoint.ERYN_VORN.info,These dark woodlands are among the last remnants of the ancient forest that once covered all Eriador.
lotr.waypoint,lotr.waypoint.THARBAD,Tharbad
lotr.waypoint,lotr.waypoint.THARBAD.info,"An old ford-town in Eriador, deserted following the Great Plague."
lotr.waypoint,lotr.waypoint.FORNOST,Fornost
lotr.waypoint,lotr.waypoint.FORNOST.info,"Fornost Erain, the ruined capital of Arnor. Known as Kings' Norbury in the Common Tongue."
lotr.waypoint,lotr.waypoint.ANNUMINAS,Annúminas
lotr.waypoint,lotr.waypoint.ANNUMINAS.info,"The old capital of Arnor, the North-kingdom, before it was abandoned in favour of Fornost Erain."
lotr.waypoint,lotr.waypoint.GREENWAY_CROSSROADS,Greenway Crossroads
lotr.waypoint,lotr.waypoint.GREENWAY_CROSSROADS.info,The crossing of the great East-West and North-South roads.
lotr.waypoint,lotr.waypoint.BREE,Bree
lotr.waypoint,lotr.waypoint.BREE.info,"The chief town of the Bree-land, known for its cheerful Men and Hobbits."
lotr.waypoint,lotr.waypoint.STADDLE,Staddle
lotr.waypoint,lotr.waypoint.STADDLE.info,A town of Hobbits in the Bree-land.
lotr.waypoint,lotr.waypoint.COMBE,Combe
lotr.waypoint,lotr.waypoint.COMBE.info,A village of Men on the road to the Chetwood.
lotr.waypoint,lotr.waypoint.ARCHET,Archet
lotr.waypoint,lotr.waypoint.ARCHET.info,A town of the Bree-folk on the edge of the Chetwood with a lively logging trade.
lotr.waypoint,lotr.waypoint.FORSAKEN_INN,Forsaken Inn
lotr.waypoint,lotr.waypoint.FORSAKEN_INN.info,"A day's ride east of Bree, this lonely inn is the last settlement of Men before the wild lands."
lotr.waypoint,lotr.waypoint.WEATHERTOP,Weathertop
lotr.waypoint,lotr.waypoint.WEATHERTOP.info,The ruined watchtower of Amon Sûl. In olden days it housed one of the great Seeing Stones of Arnor.
lotr.waypoint,lotr.waypoint.LAST_BRIDGE,Last Bridge
lotr.waypoint,lotr.waypoint.LAST_BRIDGE.info,The last bridge on the Great East Road before the Misty Mountains.
lotr.waypoint,lotr.waypoint.OLD_ELF_WAY,Old Elven Way
lotr.waypoint,lotr.waypoint.OLD_ELF_WAY.info,An old road once travelled by Elves of Eregion.
lotr.waypoint,lotr.waypoint.RIVENDELL.info,"The hidden valley of Imladris, where Lord Elrond dwells with his people in the Last Homely House East of the Sea."
